measure_date_CET,measure_date_UTC_str,measure_date_UTC,da_price,end_date,resolution,imbalance,system_trend,positive_imbalance_settlement_price,negative_imbalance_settlement_price,missing_data_list,updated_date,partition_day,_hour_utc,da_price_15min
2025-05-28 15:00:00+02:00,2025-05-28 13:00:00+00:00,2025-05-28 13:00:00+00:00,0.0,,,,,,,,,,2025-05-28 13:00:00+00:00,0.0
2025-05-28 16:00:00+02:00,2025-05-28 14:00:00+00:00,2025-05-28 14:00:00+00:00,0.0,,,,,,,,,,2025-05-28 14:00:00+00:00,0.0
2025-05-28 17:00:00+02:00,2025-05-28 15:00:00+00:00,2025-05-28 15:00:00+00:00,18.35,,,,,,,,,,2025-05-28 15:00:00+00:00,18.35
2025-05-28 18:00:00+02:00,2025-05-28 16:00:00+00:00,2025-05-28 16:00:00+00:00,26.56,,,,,,,,,,2025-05-28 16:00:00+00:00,26.56
2025-05-28 19:00:00+02:00,2025-05-28 17:00:00+00:00,2025-05-28 17:00:00+00:00,43.26,,,,,,,,,,2025-05-28 17:00:00+00:00,43.26
2025-05-28 20:00:00+02:00,2025-05-28 18:00:00+00:00,2025-05-28 18:00:00+00:00,55.18,,,,,,,,,,2025-05-28 18:00:00+00:00,55.18
2025-05-28 21:00:00+02:00,2025-05-28 19:00:00+00:00,2025-05-28 19:00:00+00:00,96.0,,,,,,,,,,2025-05-28 19:00:00+00:00,96.0
2025-05-28 22:00:00+02:00,2025-05-28 20:00:00+00:00,2025-05-28 20:00:00+00:00,100.86,,,,,,,,,,2025-05-28 20:00:00+00:00,100.86
2025-05-28 23:00:00+02:00,2025-05-28 21:00:00+00:00,2025-05-28 21:00:00+00:00,78.0,,,,,,,,,,2025-05-28 21:00:00+00:00,78.0
2025-05-29 00:00:00+02:00,2025-05-28 22:00:00+00:00,2025-05-28 22:00:00+00:00,49.63,,,,,,,,,,2025-05-28 22:00:00+00:00,49.63
2025-05-29 01:00:00+02:00,2025-05-28 23:00:00+00:00,2025-05-28 23:00:00+00:00,39.0,,,,,,,,,,2025-05-28 23:00:00+00:00,39.0
2025-05-29 02:00:00+02:00,2025-05-29 00:00:00+00:00,2025-05-29 00:00:00+00:00,43.81,,,,,,,,,,2025-05-29 00:00:00+00:00,43.81
2025-05-29 03:00:00+02:00,2025-05-29 01:00:00+00:00,2025-05-29 01:00:00+00:00,39.22,,,,,,,,,,2025-05-29 01:00:00+00:00,39.22
2025-05-29 04:00:00+02:00,2025-05-29 02:00:00+00:00,2025-05-29 02:00:00+00:00,38.24,,,,,,,,,,2025-05-29 02:00:00+00:00,38.24
2025-05-29 05:00:00+02:00,2025-05-29 03:00:00+00:00,2025-05-29 03:00:00+00:00,40.01,,,,,,,,,,2025-05-29 03:00:00+00:00,40.01
2025-05-29 06:00:00+02:00,2025-05-29 04:00:00+00:00,2025-05-29 04:00:00+00:00,37.95,,,,,,,,,,2025-05-29 04:00:00+00:00,37.95
2025-05-29 07:00:00+02:00,2025-05-29 05:00:00+00:00,2025-05-29 05:00:00+00:00,41.73,,,,,,,,,,2025-05-29 05:00:00+00:00,41.73
2025-05-29 08:00:00+02:00,2025-05-29 06:00:00+00:00,2025-05-29 06:00:00+00:00,38.24,,,,,,,,,,2025-05-29 06:00:00+00:00,38.24
2025-05-29 09:00:00+02:00,2025-05-29 07:00:00+00:00,2025-05-29 07:00:00+00:00,16.06,,,,,,,,,,2025-05-29 07:00:00+00:00,16.06
2025-05-29 10:00:00+02:00,2025-05-29 08:00:00+00:00,2025-05-29 08:00:00+00:00,5.99,,,,,,,,,,2025-05-29 08:00:00+00:00,5.99
2025-05-29 11:00:00+02:00,2025-05-29 09:00:00+00:00,2025-05-29 09:00:00+00:00,0.74,,,,,,,,,,2025-05-29 09:00:00+00:00,0.74
2025-05-29 12:00:00+02:00,2025-05-29 10:00:00+00:00,2025-05-29 10:00:00+00:00,-0.01,,,,,,,,,,2025-05-29 10:00:00+00:00,-0.01
2025-05-29 13:00:00+02:00,2025-05-29 11:00:00+00:00,2025-05-29 11:00:00+00:00,-0.48,,,,,,,,,,2025-05-29 11:00:00+00:00,-0.48
2025-05-29 14:00:00+02:00,2025-05-29 12:00:00+00:00,2025-05-29 12:00:00+00:00,-0.9,,,,,,,,,,2025-05-29 12:00:00+00:00,-0.9
2025-05-29 15:00:00+02:00,2025-05-29 13:00:00+00:00,2025-05-29 13:00:00+00:00,-0.12,,,,,,,,,,2025-05-29 13:00:00+00:00,-0.12
2025-05-29 16:00:00+02:00,2025-05-29 14:00:00+00:00,2025-05-29 14:00:00+00:00,-0.01,,,,,,,,,,2025-05-29 14:00:00+00:00,-0.01
2025-05-29 17:00:00+02:00,2025-05-29 15:00:00+00:00,2025-05-29 15:00:00+00:00,0.07,,,,,,,,,,2025-05-29 15:00:00+00:00,0.07
2025-05-29 18:00:00+02:00,2025-05-29 16:00:00+00:00,2025-05-29 16:00:00+00:00,17.77,,,,,,,,,,2025-05-29 16:00:00+00:00,17.77
2025-05-29 19:00:00+02:00,2025-05-29 17:00:00+00:00,2025-05-29 17:00:00+00:00,36.13,,,,,,,,,,2025-05-29 17:00:00+00:00,36.13
2025-05-29 20:00:00+02:00,2025-05-29 18:00:00+00:00,2025-05-29 18:00:00+00:00,71.63,,,,,,,,,,2025-05-29 18:00:00+00:00,71.63
2025-05-29 21:00:00+02:00,2025-05-29 19:00:00+00:00,2025-05-29 19:00:00+00:00,79.39,,,,,,,,,,2025-05-29 19:00:00+00:00,79.39
2025-05-29 22:00:00+02:00,2025-05-29 20:00:00+00:00,2025-05-29 20:00:00+00:00,79.14,,,,,,,,,,2025-05-29 20:00:00+00:00,79.14
2025-05-29 23:00:00+02:00,2025-05-29 21:00:00+00:00,2025-05-29 21:00:00+00:00,60.2,,,,,,,,,,2025-05-29 21:00:00+00:00,60.2
2025-05-30 00:00:00+02:00,2025-05-29 22:00:00+00:00,2025-05-29 22:00:00+00:00,48.2,,,,,,,,,,2025-05-29 22:00:00+00:00,48.2
2025-05-30 01:00:00+02:00,2025-05-29 23:00:00+00:00,2025-05-29 23:00:00+00:00,31.11,,,,,,,,,,2025-05-29 23:00:00+00:00,31.11
2025-05-30 02:00:00+02:00,2025-05-30 00:00:00+00:00,2025-05-30 00:00:00+00:00,33.82,,,,,,,,,,2025-05-30 00:00:00+00:00,33.82
2025-05-30 03:00:00+02:00,2025-05-30 01:00:00+00:00,2025-05-30 01:00:00+00:00,33.95,,,,,,,,,,2025-05-30 01:00:00+00:00,33.95
2025-05-30 04:00:00+02:00,2025-05-30 02:00:00+00:00,2025-05-30 02:00:00+00:00,37.39,,,,,,,,,,2025-05-30 02:00:00+00:00,37.39
2025-05-30 05:00:00+02:00,2025-05-30 03:00:00+00:00,2025-05-30 03:00:00+00:00,42.18,,,,,,,,,,2025-05-30 03:00:00+00:00,42.18
2025-05-30 06:00:00+02:00,2025-05-30 04:00:00+00:00,2025-05-30 04:00:00+00:00,49.55,,,,,,,,,,2025-05-30 04:00:00+00:00,49.55
2025-05-30 07:00:00+02:00,2025-05-30 05:00:00+00:00,2025-05-30 05:00:00+00:00,68.38,,,,,,,,,,2025-05-30 05:00:00+00:00,68.38
2025-05-30 08:00:00+02:00,2025-05-30 06:00:00+00:00,2025-05-30 06:00:00+00:00,53.01,,,,,,,,,,2025-05-30 06:00:00+00:00,53.01
2025-05-30 09:00:00+02:00,2025-05-30 07:00:00+00:00,2025-05-30 07:00:00+00:00,29.13,,,,,,,,,,2025-05-30 07:00:00+00:00,29.13
2025-05-30 10:00:00+02:00,2025-05-30 08:00:00+00:00,2025-05-30 08:00:00+00:00,1.83,,,,,,,,,,2025-05-30 08:00:00+00:00,1.83
2025-05-30 11:00:00+02:00,2025-05-30 09:00:00+00:00,2025-05-30 09:00:00+00:00,0.0,,,,,,,,,,2025-05-30 09:00:00+00:00,0.0
2025-05-30 12:00:00+02:00,2025-05-30 10:00:00+00:00,2025-05-30 10:00:00+00:00,-0.02,,,,,,,,,,2025-05-30 10:00:00+00:00,-0.02
2025-05-30 13:00:00+02:00,2025-05-30 11:00:00+00:00,2025-05-30 11:00:00+00:00,-2.11,,,,,,,,,,2025-05-30 11:00:00+00:00,-2.11
2025-05-30 14:00:00+02:00,2025-05-30 12:00:00+00:00,2025-05-30 12:00:00+00:00,-2.66,,,,,,,,,,2025-05-30 12:00:00+00:00,-2.66
2025-05-30 15:00:00+02:00,2025-05-30 13:00:00+00:00,2025-05-30 13:00:00+00:00,-0.07,,,,,,,,,,2025-05-30 13:00:00+00:00,-0.07
2025-05-30 16:00:00+02:00,2025-05-30 14:00:00+00:00,2025-05-30 14:00:00+00:00,-0.01,,,,,,,,,,2025-05-30 14:00:00+00:00,-0.01
2025-05-30 17:00:00+02:00,2025-05-30 15:00:00+00:00,2025-05-30 15:00:00+00:00,8.96,,,,,,,,,,2025-05-30 15:00:00+00:00,8.96
2025-05-30 18:00:00+02:00,2025-05-30 16:00:00+00:00,2025-05-30 16:00:00+00:00,47.09,,,,,,,,,,2025-05-30 16:00:00+00:00,47.09
2025-05-30 19:00:00+02:00,2025-05-30 17:00:00+00:00,2025-05-30 17:00:00+00:00,74.63,,,,,,,,,,2025-05-30 17:00:00+00:00,74.63
2025-05-30 20:00:00+02:00,2025-05-30 18:00:00+00:00,2025-05-30 18:00:00+00:00,100.29,,,,,,,,,,2025-05-30 18:00:00+00:00,100.29
2025-05-30 21:00:00+02:00,2025-05-30 19:00:00+00:00,2025-05-30 19:00:00+00:00,120.59,,,,,,,,,,2025-05-30 19:00:00+00:00,120.59
2025-05-30 22:00:00+02:00,2025-05-30 20:00:00+00:00,2025-05-30 20:00:00+00:00,130.19,,,,,,,,,,2025-05-30 20:00:00+00:00,130.19
2025-05-30 23:00:00+02:00,2025-05-30 21:00:00+00:00,2025-05-30 21:00:00+00:00,103.35,,,,,,,,,,2025-05-30 21:00:00+00:00,103.35
2025-05-31 00:00:00+02:00,2025-05-30 22:00:00+00:00,2025-05-30 22:00:00+00:00,107.0,,,,,,,,,,2025-05-30 22:00:00+00:00,107.0
2025-05-31 01:00:00+02:00,2025-05-30 23:00:00+00:00,2025-05-30 23:00:00+00:00,72.3,,,,,,,,,,2025-05-30 23:00:00+00:00,72.3
2025-05-31 02:00:00+02:00,2025-05-31 00:00:00+00:00,2025-05-31 00:00:00+00:00,51.49,,,,,,,,,,2025-05-31 00:00:00+00:00,51.49
2025-05-31 03:00:00+02:00,2025-05-31 01:00:00+00:00,2025-05-31 01:00:00+00:00,33.25,,,,,,,,,,2025-05-31 01:00:00+00:00,33.25
2025-05-31 04:00:00+02:00,2025-05-31 02:00:00+00:00,2025-05-31 02:00:00+00:00,29.2,,,,,,,,,,2025-05-31 02:00:00+00:00,29.2
2025-05-31 05:00:00+02:00,2025-05-31 03:00:00+00:00,2025-05-31 03:00:00+00:00,29.05,,,,,,,,,,2025-05-31 03:00:00+00:00,29.05
2025-05-31 06:00:00+02:00,2025-05-31 04:00:00+00:00,2025-05-31 04:00:00+00:00,33.18,,,,,,,,,,2025-05-31 04:00:00+00:00,33.18
2025-05-31 07:00:00+02:00,2025-05-31 05:00:00+00:00,2025-05-31 05:00:00+00:00,30.87,,,,,,,,,,2025-05-31 05:00:00+00:00,30.87
2025-05-31 08:00:00+02:00,2025-05-31 06:00:00+00:00,2025-05-31 06:00:00+00:00,33.55,,,,,,,,,,2025-05-31 06:00:00+00:00,33.55
2025-05-31 09:00:00+02:00,2025-05-31 07:00:00+00:00,2025-05-31 07:00:00+00:00,1.0,,,,,,,,,,2025-05-31 07:00:00+00:00,1.0
2025-05-31 10:00:00+02:00,2025-05-31 08:00:00+00:00,2025-05-31 08:00:00+00:00,-0.02,,,,,,,,,,2025-05-31 08:00:00+00:00,-0.02
2025-05-31 11:00:00+02:00,2025-05-31 09:00:00+00:00,2025-05-31 09:00:00+00:00,-1.0,,,,,,,,,,2025-05-31 09:00:00+00:00,-1.0
2025-05-31 12:00:00+02:00,2025-05-31 10:00:00+00:00,2025-05-31 10:00:00+00:00,-3.07,,,,,,,,,,2025-05-31 10:00:00+00:00,-3.07
2025-05-31 13:00:00+02:00,2025-05-31 11:00:00+00:00,2025-05-31 11:00:00+00:00,-13.17,,,,,,,,,,2025-05-31 11:00:00+00:00,-13.17
2025-05-31 14:00:00+02:00,2025-05-31 12:00:00+00:00,2025-05-31 12:00:00+00:00,-7.75,,,,,,,,,,2025-05-31 12:00:00+00:00,-7.75
2025-05-31 15:00:00+02:00,2025-05-31 13:00:00+00:00,2025-05-31 13:00:00+00:00,-3.0,,,,,,,,,,2025-05-31 13:00:00+00:00,-3.0
2025-05-31 16:00:00+02:00,2025-05-31 14:00:00+00:00,2025-05-31 14:00:00+00:00,-0.05,,,,,,,,,,2025-05-31 14:00:00+00:00,-0.05
2025-05-31 17:00:00+02:00,2025-05-31 15:00:00+00:00,2025-05-31 15:00:00+00:00,7.74,,,,,,,,,,2025-05-31 15:00:00+00:00,7.74
2025-05-31 18:00:00+02:00,2025-05-31 16:00:00+00:00,2025-05-31 16:00:00+00:00,24.14,,,,,,,,,,2025-05-31 16:00:00+00:00,24.14
2025-05-31 19:00:00+02:00,2025-05-31 17:00:00+00:00,2025-05-31 17:00:00+00:00,31.78,,,,,,,,,,2025-05-31 17:00:00+00:00,31.78
2025-05-31 20:00:00+02:00,2025-05-31 18:00:00+00:00,2025-05-31 18:00:00+00:00,62.0,,,,,,,,,,2025-05-31 18:00:00+00:00,62.0
2025-05-31 21:00:00+02:00,2025-05-31 19:00:00+00:00,2025-05-31 19:00:00+00:00,48.17,,,,,,,,,,2025-05-31 19:00:00+00:00,48.17
2025-05-31 22:00:00+02:00,2025-05-31 20:00:00+00:00,2025-05-31 20:00:00+00:00,74.44,,,,,,,,,,2025-05-31 20:00:00+00:00,74.44
2025-05-31 23:00:00+02:00,2025-05-31 21:00:00+00:00,2025-05-31 21:00:00+00:00,63.5,,,,,,,,,,2025-05-31 21:00:00+00:00,63.5
2025-06-01 00:00:00+02:00,2025-05-31 22:00:00+00:00,2025-05-31 22:00:00+00:00,60.0,,,,,,,,,,2025-05-31 22:00:00+00:00,60.0
2025-06-01 01:00:00+02:00,2025-05-31 23:00:00+00:00,2025-05-31 23:00:00+00:00,36.07,,,,,,,,,,2025-05-31 23:00:00+00:00,36.07
2025-06-01 02:00:00+02:00,2025-06-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,28.27,,,,,,,,,,2025-06-01 00:00:00+00:00,28.27
2025-06-01 03:00:00+02:00,2025-06-01 01:00:00+00:00,2025-06-01 01:00:00+00:00,24.32,,,,,,,,,,2025-06-01 01:00:00+00:00,24.32
2025-06-01 04:00:00+02:00,2025-06-01 02:00:00+00:00,2025-06-01 02:00:00+00:00,24.95,,,,,,,,,,2025-06-01 02:00:00+00:00,24.95
2025-06-01 05:00:00+02:00,2025-06-01 03:00:00+00:00,2025-06-01 03:00:00+00:00,24.92,,,,,,,,,,2025-06-01 03:00:00+00:00,24.92
2025-06-01 06:00:00+02:00,2025-06-01 04:00:00+00:00,2025-06-01 04:00:00+00:00,26.68,,,,,,,,,,2025-06-01 04:00:00+00:00,26.68
2025-06-01 07:00:00+02:00,2025-06-01 05:00:00+00:00,2025-06-01 05:00:00+00:00,13.0,,,,,,,,,,2025-06-01 05:00:00+00:00,13.0
2025-06-01 08:00:00+02:00,2025-06-01 06:00:00+00:00,2025-06-01 06:00:00+00:00,2.4,,,,,,,,,,2025-06-01 06:00:00+00:00,2.4
2025-06-01 09:00:00+02:00,2025-06-01 07:00:00+00:00,2025-06-01 07:00:00+00:00,-0.01,,,,,,,,,,2025-06-01 07:00:00+00:00,-0.01
2025-06-01 10:00:00+02:00,2025-06-01 08:00:00+00:00,2025-06-01 08:00:00+00:00,-0.6,,,,,,,,,,2025-06-01 08:00:00+00:00,-0.6
2025-06-01 11:00:00+02:00,2025-06-01 09:00:00+00:00,2025-06-01 09:00:00+00:00,-2.11,,,,,,,,,,2025-06-01 09:00:00+00:00,-2.11
2025-06-01 12:00:00+02:00,2025-06-01 10:00:00+00:00,2025-06-01 10:00:00+00:00,-5.48,,,,,,,,,,2025-06-01 10:00:00+00:00,-5.48
2025-06-01 13:00:00+02:00,2025-06-01 11:00:00+00:00,2025-06-01 11:00:00+00:00,-12.93,,,,,,,,,,2025-06-01 11:00:00+00:00,-12.93
2025-06-01 14:00:00+02:00,2025-06-01 12:00:00+00:00,2025-06-01 12:00:00+00:00,-20.41,,,,,,,,,,2025-06-01 12:00:00+00:00,-20.41
2025-06-01 15:00:00+02:00,2025-06-01 13:00:00+00:00,2025-06-01 13:00:00+00:00,-15.61,,,,,,,,,,2025-06-01 13:00:00+00:00,-15.61
2025-06-01 16:00:00+02:00,2025-06-01 14:00:00+00:00,2025-06-01 14:00:00+00:00,-6.0,,,,,,,,,,2025-06-01 14:00:00+00:00,-6.0
2025-06-01 17:00:00+02:00,2025-06-01 15:00:00+00:00,2025-06-01 15:00:00+00:00,-0.62,,,,,,,,,,2025-06-01 15:00:00+00:00,-0.62
2025-06-01 18:00:00+02:00,2025-06-01 16:00:00+00:00,2025-06-01 16:00:00+00:00,2.94,,,,,,,,,,2025-06-01 16:00:00+00:00,2.94
2025-06-01 19:00:00+02:00,2025-06-01 17:00:00+00:00,2025-06-01 17:00:00+00:00,22.82,,,,,,,,,,2025-06-01 17:00:00+00:00,22.82
2025-06-01 20:00:00+02:00,2025-06-01 18:00:00+00:00,2025-06-01 18:00:00+00:00,35.01,,,,,,,,,,2025-06-01 18:00:00+00:00,35.01
2025-06-01 21:00:00+02:00,2025-06-01 19:00:00+00:00,2025-06-01 19:00:00+00:00,40.55,,,,,,,,,,2025-06-01 19:00:00+00:00,40.55
2025-06-01 22:00:00+02:00,2025-06-01 20:00:00+00:00,2025-06-01 20:00:00+00:00,53.96,,,,,,,,,,2025-06-01 20:00:00+00:00,53.96
2025-06-01 23:00:00+02:00,2025-06-01 21:00:00+00:00,2025-06-01 21:00:00+00:00,40.41,,,,,,,,,,2025-06-01 21:00:00+00:00,40.41
2025-06-02 00:00:00+02:00,2025-06-01 22:00:00+00:00,2025-06-01 22:00:00+00:00,30.24,,,,,,,,,,2025-06-01 22:00:00+00:00,30.24
2025-06-02 01:00:00+02:00,2025-06-01 23:00:00+00:00,2025-06-01 23:00:00+00:00,27.25,,,,,,,,,,2025-06-01 23:00:00+00:00,27.25
2025-06-02 02:00:00+02:00,2025-06-02 00:00:00+00:00,2025-06-02 00:00:00+00:00,26.66,,,,,,,,,,2025-06-02 00:00:00+00:00,26.66
2025-06-02 03:00:00+02:00,2025-06-02 01:00:00+00:00,2025-06-02 01:00:00+00:00,19.1,,,,,,,,,,2025-06-02 01:00:00+00:00,19.1
2025-06-02 04:00:00+02:00,2025-06-02 02:00:00+00:00,2025-06-02 02:00:00+00:00,20.01,,,,,,,,,,2025-06-02 02:00:00+00:00,20.01
2025-06-02 05:00:00+02:00,2025-06-02 03:00:00+00:00,2025-06-02 03:00:00+00:00,18.89,,,,,,,,,,2025-06-02 03:00:00+00:00,18.89
2025-06-02 06:00:00+02:00,2025-06-02 04:00:00+00:00,2025-06-02 04:00:00+00:00,27.9,,,,,,,,,,2025-06-02 04:00:00+00:00,27.9
2025-06-02 07:00:00+02:00,2025-06-02 05:00:00+00:00,2025-06-02 05:00:00+00:00,45.59,,,,,,,,,,2025-06-02 05:00:00+00:00,45.59
2025-06-02 08:00:00+02:00,2025-06-02 06:00:00+00:00,2025-06-02 06:00:00+00:00,52.96,,,,,,,,,,2025-06-02 06:00:00+00:00,52.96
2025-06-02 09:00:00+02:00,2025-06-02 07:00:00+00:00,2025-06-02 07:00:00+00:00,40.01,,,,,,,,,,2025-06-02 07:00:00+00:00,40.01
2025-06-02 10:00:00+02:00,2025-06-02 08:00:00+00:00,2025-06-02 08:00:00+00:00,17.55,,,,,,,,,,2025-06-02 08:00:00+00:00,17.55
2025-06-02 11:00:00+02:00,2025-06-02 09:00:00+00:00,2025-06-02 09:00:00+00:00,33.21,,,,,,,,,,2025-06-02 09:00:00+00:00,33.21
2025-06-02 12:00:00+02:00,2025-06-02 10:00:00+00:00,2025-06-02 10:00:00+00:00,20.0,,,,,,,,,,2025-06-02 10:00:00+00:00,20.0
2025-06-02 13:00:00+02:00,2025-06-02 11:00:00+00:00,2025-06-02 11:00:00+00:00,12.78,,,,,,,,,,2025-06-02 11:00:00+00:00,12.78
2025-06-02 14:00:00+02:00,2025-06-02 12:00:00+00:00,2025-06-02 12:00:00+00:00,11.0,,,,,,,,,,2025-06-02 12:00:00+00:00,11.0
2025-06-02 15:00:00+02:00,2025-06-02 13:00:00+00:00,2025-06-02 13:00:00+00:00,19.75,,,,,,,,,,2025-06-02 13:00:00+00:00,19.75
2025-06-02 16:00:00+02:00,2025-06-02 14:00:00+00:00,2025-06-02 14:00:00+00:00,0.68,,,,,,,,,,2025-06-02 14:00:00+00:00,0.68
2025-06-02 17:00:00+02:00,2025-06-02 15:00:00+00:00,2025-06-02 15:00:00+00:00,5.86,,,,,,,,,,2025-06-02 15:00:00+00:00,5.86
2025-06-02 18:00:00+02:00,2025-06-02 16:00:00+00:00,2025-06-02 16:00:00+00:00,24.28,,,,,,,,,,2025-06-02 16:00:00+00:00,24.28
2025-06-02 19:00:00+02:00,2025-06-02 17:00:00+00:00,2025-06-02 17:00:00+00:00,79.01,,,,,,,,,,2025-06-02 17:00:00+00:00,79.01
2025-06-02 20:00:00+02:00,2025-06-02 18:00:00+00:00,2025-06-02 18:00:00+00:00,88.05,,,,,,,,,,2025-06-02 18:00:00+00:00,88.05
2025-06-02 21:00:00+02:00,2025-06-02 19:00:00+00:00,2025-06-02 19:00:00+00:00,94.5,,,,,,,,,,2025-06-02 19:00:00+00:00,94.5
2025-06-02 22:00:00+02:00,2025-06-02 20:00:00+00:00,2025-06-02 20:00:00+00:00,95.69,,,,,,,,,,2025-06-02 20:00:00+00:00,95.69
2025-06-02 23:00:00+02:00,2025-06-02 21:00:00+00:00,2025-06-02 21:00:00+00:00,66.5,,,,,,,,,,2025-06-02 21:00:00+00:00,66.5
2025-06-03 00:00:00+02:00,2025-06-02 22:00:00+00:00,2025-06-02 22:00:00+00:00,28.03,,,,,,,,,,2025-06-02 22:00:00+00:00,28.03
2025-06-03 01:00:00+02:00,2025-06-02 23:00:00+00:00,2025-06-02 23:00:00+00:00,10.4,,,,,,,,,,2025-06-02 23:00:00+00:00,10.4
2025-06-03 02:00:00+02:00,2025-06-03 00:00:00+00:00,2025-06-03 00:00:00+00:00,7.85,,,,,,,,,,2025-06-03 00:00:00+00:00,7.85
2025-06-03 03:00:00+02:00,2025-06-03 01:00:00+00:00,2025-06-03 01:00:00+00:00,-0.01,,,,,,,,,,2025-06-03 01:00:00+00:00,-0.01
2025-06-03 04:00:00+02:00,2025-06-03 02:00:00+00:00,2025-06-03 02:00:00+00:00,-2.41,,,,,,,,,,2025-06-03 02:00:00+00:00,-2.41
2025-06-03 05:00:00+02:00,2025-06-03 03:00:00+00:00,2025-06-03 03:00:00+00:00,-8.71,,,,,,,,,,2025-06-03 03:00:00+00:00,-8.71
2025-06-03 06:00:00+02:00,2025-06-03 04:00:00+00:00,2025-06-03 04:00:00+00:00,-0.01,,,,,,,,,,2025-06-03 04:00:00+00:00,-0.01
2025-06-03 07:00:00+02:00,2025-06-03 05:00:00+00:00,2025-06-03 05:00:00+00:00,4.48,,,,,,,,,,2025-06-03 05:00:00+00:00,4.48
2025-06-03 08:00:00+02:00,2025-06-03 06:00:00+00:00,2025-06-03 06:00:00+00:00,46.21,,,,,,,,,,2025-06-03 06:00:00+00:00,46.21
2025-06-03 09:00:00+02:00,2025-06-03 07:00:00+00:00,2025-06-03 07:00:00+00:00,38.13,,,,,,,,,,2025-06-03 07:00:00+00:00,38.13
2025-06-03 10:00:00+02:00,2025-06-03 08:00:00+00:00,2025-06-03 08:00:00+00:00,0.0,,,,,,,,,,2025-06-03 08:00:00+00:00,0.0
2025-06-03 11:00:00+02:00,2025-06-03 09:00:00+00:00,2025-06-03 09:00:00+00:00,-0.01,,,,,,,,,,2025-06-03 09:00:00+00:00,-0.01
2025-06-03 12:00:00+02:00,2025-06-03 10:00:00+00:00,2025-06-03 10:00:00+00:00,-0.1,,,,,,,,,,2025-06-03 10:00:00+00:00,-0.1
2025-06-03 13:00:00+02:00,2025-06-03 11:00:00+00:00,2025-06-03 11:00:00+00:00,-1.57,,,,,,,,,,2025-06-03 11:00:00+00:00,-1.57
2025-06-03 14:00:00+02:00,2025-06-03 12:00:00+00:00,2025-06-03 12:00:00+00:00,-5.8,,,,,,,,,,2025-06-03 12:00:00+00:00,-5.8
2025-06-03 15:00:00+02:00,2025-06-03 13:00:00+00:00,2025-06-03 13:00:00+00:00,-1.06,,,,,,,,,,2025-06-03 13:00:00+00:00,-1.06
2025-06-03 16:00:00+02:00,2025-06-03 14:00:00+00:00,2025-06-03 14:00:00+00:00,-0.01,,,,,,,,,,2025-06-03 14:00:00+00:00,-0.01
2025-06-03 17:00:00+02:00,2025-06-03 15:00:00+00:00,2025-06-03 15:00:00+00:00,0.0,,,,,,,,,,2025-06-03 15:00:00+00:00,0.0
2025-06-03 18:00:00+02:00,2025-06-03 16:00:00+00:00,2025-06-03 16:00:00+00:00,17.71,,,,,,,,,,2025-06-03 16:00:00+00:00,17.71
2025-06-03 19:00:00+02:00,2025-06-03 17:00:00+00:00,2025-06-03 17:00:00+00:00,38.57,,,,,,,,,,2025-06-03 17:00:00+00:00,38.57
2025-06-03 20:00:00+02:00,2025-06-03 18:00:00+00:00,2025-06-03 18:00:00+00:00,36.31,,,,,,,,,,2025-06-03 18:00:00+00:00,36.31
2025-06-03 21:00:00+02:00,2025-06-03 19:00:00+00:00,2025-06-03 19:00:00+00:00,53.08,,,,,,,,,,2025-06-03 19:00:00+00:00,53.08
2025-06-03 22:00:00+02:00,2025-06-03 20:00:00+00:00,2025-06-03 20:00:00+00:00,90.01,,,,,,,,,,2025-06-03 20:00:00+00:00,90.01
2025-06-03 23:00:00+02:00,2025-06-03 21:00:00+00:00,2025-06-03 21:00:00+00:00,62.74,,,,,,,,,,2025-06-03 21:00:00+00:00,62.74
2025-06-04 00:00:00+02:00,2025-06-03 22:00:00+00:00,2025-06-03 22:00:00+00:00,28.83,,,,,,,,,,2025-06-03 22:00:00+00:00,28.83
2025-06-04 01:00:00+02:00,2025-06-03 23:00:00+00:00,2025-06-03 23:00:00+00:00,10.15,,,,,,,,,,2025-06-03 23:00:00+00:00,10.15
2025-06-04 02:00:00+02:00,2025-06-04 00:00:00+00:00,2025-06-04 00:00:00+00:00,14.08,,,,,,,,,,2025-06-04 00:00:00+00:00,14.08
2025-06-04 03:00:00+02:00,2025-06-04 01:00:00+00:00,2025-06-04 01:00:00+00:00,16.25,,,,,,,,,,2025-06-04 01:00:00+00:00,16.25
2025-06-04 04:00:00+02:00,2025-06-04 02:00:00+00:00,2025-06-04 02:00:00+00:00,13.02,,,,,,,,,,2025-06-04 02:00:00+00:00,13.02
2025-06-04 05:00:00+02:00,2025-06-04 03:00:00+00:00,2025-06-04 03:00:00+00:00,10.5,,,,,,,,,,2025-06-04 03:00:00+00:00,10.5
2025-06-04 06:00:00+02:00,2025-06-04 04:00:00+00:00,2025-06-04 04:00:00+00:00,23.83,,,,,,,,,,2025-06-04 04:00:00+00:00,23.83
2025-06-04 07:00:00+02:00,2025-06-04 05:00:00+00:00,2025-06-04 05:00:00+00:00,3.0,,,,,,,,,,2025-06-04 05:00:00+00:00,3.0
2025-06-04 08:00:00+02:00,2025-06-04 06:00:00+00:00,2025-06-04 06:00:00+00:00,48.72,,,,,,,,,,2025-06-04 06:00:00+00:00,48.72
