measure_date,Long,Short
2025-10-16 13:30:00+00:00,136.6,136.6
2025-10-16 13:45:00+00:00,142.11,142.11
2025-10-16 14:00:00+00:00,162.61,162.61
2025-10-16 14:15:00+00:00,227.52,227.52
2025-10-16 14:30:00+00:00,145.68,145.68
2025-10-16 14:45:00+00:00,140.28,140.28
2025-10-16 15:00:00+00:00,113.32,113.32
2025-10-16 15:15:00+00:00,154.88,154.88
2025-10-16 15:30:00+00:00,181.96,181.96
2025-10-16 15:45:00+00:00,166.61,166.61
2025-10-16 16:00:00+00:00,187.31,187.31
2025-10-16 16:15:00+00:00,195.62,195.62
2025-10-16 16:30:00+00:00,207.53,207.53
2025-10-16 16:45:00+00:00,199.57,199.57
2025-10-16 17:00:00+00:00,137.05,137.05
2025-10-16 17:15:00+00:00,129.77,129.77
2025-10-16 17:30:00+00:00,124.14,124.14
2025-10-16 17:45:00+00:00,89.59,89.59
2025-10-16 18:00:00+00:00,177.28,177.28
2025-10-16 18:15:00+00:00,166.58,166.58
2025-10-16 18:30:00+00:00,109.35,109.35
2025-10-16 18:45:00+00:00,134.25,134.25
2025-10-16 19:00:00+00:00,177.72,177.72
2025-10-16 19:15:00+00:00,202.47,202.47
2025-10-16 19:30:00+00:00,82.16,82.16
2025-10-16 19:45:00+00:00,80.24,80.24
2025-10-16 20:00:00+00:00,112.53,112.53
2025-10-16 20:15:00+00:00,156.4,156.4
2025-10-16 20:30:00+00:00,141.19,141.19
2025-10-16 20:45:00+00:00,125.09,125.09
2025-10-16 21:00:00+00:00,71.67,71.67
2025-10-16 21:15:00+00:00,72.87,72.87
2025-10-16 21:30:00+00:00,130.97,130.97
2025-10-16 21:45:00+00:00,117.11,117.11
2025-10-16 22:00:00+00:00,105.77,105.77
2025-10-16 22:15:00+00:00,87.08,87.08
2025-10-16 22:30:00+00:00,71.66,71.66
2025-10-16 22:45:00+00:00,80.49,80.49
2025-10-16 23:00:00+00:00,90.45,90.45
2025-10-16 23:15:00+00:00,103.08,103.08
2025-10-16 23:30:00+00:00,83.45,83.45
2025-10-16 23:45:00+00:00,77.95,77.95
2025-10-17 00:00:00+00:00,77.22,77.22
2025-10-17 00:15:00+00:00,79.93,79.93
2025-10-17 00:30:00+00:00,75.44,75.44
2025-10-17 00:45:00+00:00,76.43,76.43
2025-10-17 01:00:00+00:00,80.73,80.73
2025-10-17 01:15:00+00:00,81.18,81.18
2025-10-17 01:30:00+00:00,76.13,76.13
2025-10-17 01:45:00+00:00,74.61,74.61
2025-10-17 02:00:00+00:00,67.98,67.98
2025-10-17 02:15:00+00:00,72.27,72.27
2025-10-17 02:30:00+00:00,64.78,64.78
2025-10-17 02:45:00+00:00,72.07,72.07
2025-10-17 03:00:00+00:00,118.56,118.56
2025-10-17 03:15:00+00:00,109.86,109.86
2025-10-17 03:30:00+00:00,133.19,133.19
2025-10-17 03:45:00+00:00,97.74,97.74
2025-10-17 04:00:00+00:00,146.76,146.76
2025-10-17 04:15:00+00:00,87.13,87.13
2025-10-17 04:30:00+00:00,137.6,137.6
2025-10-17 04:45:00+00:00,99.72,99.72
2025-10-17 05:00:00+00:00,88.38,88.38
2025-10-17 05:15:00+00:00,132.2,132.2
2025-10-17 05:30:00+00:00,125.19,125.19
2025-10-17 05:45:00+00:00,134.89,134.89
2025-10-17 06:00:00+00:00,142.93,142.93
2025-10-17 06:15:00+00:00,146.0,146.0
2025-10-17 06:30:00+00:00,160.38,160.38
2025-10-17 06:45:00+00:00,160.61,160.61
2025-10-17 07:00:00+00:00,229.14,229.14
2025-10-17 07:15:00+00:00,169.94,169.94
2025-10-17 07:30:00+00:00,102.72,102.72
2025-10-17 07:45:00+00:00,126.8,126.8
2025-10-17 08:00:00+00:00,95.32,95.32
2025-10-17 08:15:00+00:00,81.26,81.26
2025-10-17 08:30:00+00:00,158.52,158.52
2025-10-17 08:45:00+00:00,173.74,173.74
2025-10-17 09:00:00+00:00,193.84,193.84
2025-10-17 09:15:00+00:00,163.21,163.21
2025-10-17 09:30:00+00:00,136.68,136.68
2025-10-17 09:45:00+00:00,120.23,120.23
2025-10-17 10:00:00+00:00,91.06,91.06
2025-10-17 10:15:00+00:00,128.05,128.05
2025-10-17 10:30:00+00:00,119.24,119.24
2025-10-17 10:45:00+00:00,136.13,136.13
2025-10-17 11:00:00+00:00,132.94,132.94
2025-10-17 11:15:00+00:00,82.73,82.73
2025-10-17 11:30:00+00:00,83.52,83.52
2025-10-17 11:45:00+00:00,65.86,65.86
2025-10-17 12:00:00+00:00,65.13,65.13
2025-10-17 12:15:00+00:00,143.42,143.42
2025-10-17 12:30:00+00:00,140.08,140.08
2025-10-17 12:45:00+00:00,142.59,142.59
2025-10-17 13:00:00+00:00,175.41,175.41
2025-10-17 13:15:00+00:00,185.78,185.78
2025-10-17 13:30:00+00:00,184.46,184.46
2025-10-17 13:45:00+00:00,232.14,232.14
2025-10-17 14:00:00+00:00,80.11,80.11
2025-10-17 14:15:00+00:00,108.37,108.37
2025-10-17 14:30:00+00:00,176.05,176.05
2025-10-17 14:45:00+00:00,208.2,208.2
2025-10-17 15:00:00+00:00,144.26,144.26
2025-10-17 15:15:00+00:00,219.61,219.61
2025-10-17 15:30:00+00:00,73.57,73.57
2025-10-17 15:45:00+00:00,86.04,86.04
2025-10-17 16:00:00+00:00,104.84,104.84
2025-10-17 16:15:00+00:00,116.63,116.63
2025-10-17 16:30:00+00:00,120.84,120.84
2025-10-17 16:45:00+00:00,100.76,100.76
2025-10-17 17:00:00+00:00,91.69,91.69
2025-10-17 17:15:00+00:00,90.71,90.71
2025-10-17 17:30:00+00:00,76.53,76.53
2025-10-17 17:45:00+00:00,67.62,67.62
2025-10-17 18:00:00+00:00,110.1,110.1
2025-10-17 18:15:00+00:00,88.55,88.55
2025-10-17 18:30:00+00:00,74.18,74.18
2025-10-17 18:45:00+00:00,69.27,69.27
2025-10-17 19:00:00+00:00,73.69,73.69
2025-10-17 19:15:00+00:00,70.39,70.39
2025-10-17 19:30:00+00:00,75.99,75.99
2025-10-17 19:45:00+00:00,70.47,70.47
2025-10-17 20:00:00+00:00,75.51,75.51
2025-10-17 20:15:00+00:00,62.88,62.88
2025-10-17 20:30:00+00:00,57.05,57.05
2025-10-17 20:45:00+00:00,67.73,67.73
2025-10-17 21:00:00+00:00,64.79,64.79
2025-10-17 21:15:00+00:00,72.8,72.8
2025-10-17 21:30:00+00:00,74.88,74.88
2025-10-17 21:45:00+00:00,60.09,60.09
2025-10-17 22:00:00+00:00,80.48,80.48
2025-10-17 22:15:00+00:00,90.74,90.74
2025-10-17 22:30:00+00:00,120.43,120.43
2025-10-17 22:45:00+00:00,103.21,103.21
2025-10-17 23:00:00+00:00,110.03,110.03
2025-10-17 23:15:00+00:00,86.47,86.47
2025-10-17 23:30:00+00:00,91.56,91.56
2025-10-17 23:45:00+00:00,64.23,64.23
2025-10-18 00:00:00+00:00,73.75,73.75
2025-10-18 00:15:00+00:00,62.6,62.6
2025-10-18 00:30:00+00:00,60.58,60.58
2025-10-18 00:45:00+00:00,58.96,58.96
2025-10-18 01:00:00+00:00,58.22,58.22
2025-10-18 01:15:00+00:00,54.1,54.1
2025-10-18 01:30:00+00:00,53.35,53.35
2025-10-18 01:45:00+00:00,52.7,52.7
2025-10-18 02:00:00+00:00,49.28,49.28
2025-10-18 02:15:00+00:00,70.21,70.21
2025-10-18 02:30:00+00:00,69.28,69.28
2025-10-18 02:45:00+00:00,74.15,74.15
2025-10-18 03:00:00+00:00,74.76,74.76
2025-10-18 03:15:00+00:00,73.39,73.39
2025-10-18 03:30:00+00:00,72.86,72.86
2025-10-18 03:45:00+00:00,63.98,63.98
2025-10-18 04:00:00+00:00,58.78,58.78
2025-10-18 04:15:00+00:00,69.39,69.39
2025-10-18 04:30:00+00:00,63.88,63.88
2025-10-18 04:45:00+00:00,83.14,83.14
2025-10-18 05:00:00+00:00,76.68,76.68
2025-10-18 05:15:00+00:00,78.72,78.72
2025-10-18 05:30:00+00:00,104.19,104.19
2025-10-18 05:45:00+00:00,114.5,114.5
2025-10-18 06:00:00+00:00,125.44,125.44
2025-10-18 06:15:00+00:00,125.5,125.5
2025-10-18 06:30:00+00:00,133.24,133.24
2025-10-18 06:45:00+00:00,92.9,92.9
2025-10-18 07:00:00+00:00,82.85,82.85
2025-10-18 07:15:00+00:00,74.21,74.21
2025-10-18 07:30:00+00:00,64.1,64.1
2025-10-18 07:45:00+00:00,70.35,70.35
2025-10-18 08:00:00+00:00,71.1,71.1
2025-10-18 08:15:00+00:00,64.46,64.46
2025-10-18 08:30:00+00:00,58.87,58.87
2025-10-18 08:45:00+00:00,62.74,62.74
2025-10-18 09:00:00+00:00,46.51,46.51
2025-10-18 09:15:00+00:00,40.97,40.97
2025-10-18 09:30:00+00:00,47.86,47.86
2025-10-18 09:45:00+00:00,33.59,33.59
2025-10-18 10:00:00+00:00,64.21,64.21
2025-10-18 10:15:00+00:00,63.48,63.48
2025-10-18 10:30:00+00:00,52.47,52.47
2025-10-18 10:45:00+00:00,90.4,90.4
2025-10-18 11:00:00+00:00,25.33,25.33
2025-10-18 11:15:00+00:00,38.79,38.79
2025-10-18 11:30:00+00:00,49.56,49.56
2025-10-18 11:45:00+00:00,16.46,16.46
2025-10-18 12:00:00+00:00,23.85,23.85
2025-10-18 12:15:00+00:00,22.94,22.94
2025-10-18 12:30:00+00:00,34.29,34.29
2025-10-18 12:45:00+00:00,51.06,51.06
2025-10-18 13:00:00+00:00,46.68,46.68
2025-10-18 13:15:00+00:00,41.68,41.68
2025-10-18 13:30:00+00:00,46.93,46.93
2025-10-18 13:45:00+00:00,42.65,42.65
2025-10-18 14:00:00+00:00,68.36,68.36
2025-10-18 14:15:00+00:00,56.79,56.79
2025-10-18 14:30:00+00:00,89.32,89.32
2025-10-18 14:45:00+00:00,94.58,94.58
2025-10-18 15:00:00+00:00,98.97,98.97
2025-10-18 15:15:00+00:00,162.62,162.62
2025-10-18 15:30:00+00:00,146.65,146.65
2025-10-18 15:45:00+00:00,143.7,143.7
2025-10-18 16:00:00+00:00,80.15,80.15
2025-10-18 16:15:00+00:00,89.09,89.09
2025-10-18 16:30:00+00:00,77.81,77.81
2025-10-18 16:45:00+00:00,67.84,67.84
2025-10-18 17:00:00+00:00,82.32,82.32
2025-10-18 17:15:00+00:00,58.4,58.4
2025-10-18 17:30:00+00:00,55.86,55.86
2025-10-18 17:45:00+00:00,52.88,52.88
2025-10-18 18:00:00+00:00,83.39,83.39
2025-10-18 18:15:00+00:00,73.57,73.57
2025-10-18 18:30:00+00:00,96.18,96.18
2025-10-18 18:45:00+00:00,101.35,101.35
2025-10-18 19:00:00+00:00,101.03,101.03
2025-10-18 19:15:00+00:00,64.67,64.67
2025-10-18 19:30:00+00:00,52.66,52.66
2025-10-18 19:45:00+00:00,64.32,64.32
2025-10-18 20:00:00+00:00,100.17,100.17
2025-10-18 20:15:00+00:00,95.02,95.02
2025-10-18 20:30:00+00:00,76.63,76.63
2025-10-18 20:45:00+00:00,68.46,68.46
2025-10-18 21:00:00+00:00,67.49,67.49
2025-10-18 21:15:00+00:00,70.73,70.73
2025-10-18 21:30:00+00:00,70.69,70.69
2025-10-18 21:45:00+00:00,67.78,67.78
2025-10-18 22:00:00+00:00,59.59,59.59
2025-10-18 22:15:00+00:00,46.53,46.53
2025-10-18 22:30:00+00:00,47.76,47.76
2025-10-18 22:45:00+00:00,59.24,59.24
2025-10-18 23:00:00+00:00,64.11,64.11
2025-10-18 23:15:00+00:00,61.93,61.93
2025-10-18 23:30:00+00:00,56.16,56.16
2025-10-18 23:45:00+00:00,46.17,46.17
2025-10-19 00:00:00+00:00,54.88,54.88
2025-10-19 00:15:00+00:00,113.8,113.8
2025-10-19 00:30:00+00:00,121.5,121.5
2025-10-19 00:45:00+00:00,62.34,62.34
2025-10-19 01:00:00+00:00,56.79,56.79
2025-10-19 01:15:00+00:00,60.83,60.83
2025-10-19 01:30:00+00:00,58.03,58.03
2025-10-19 01:45:00+00:00,64.51,64.51
2025-10-19 02:00:00+00:00,49.63,49.63
2025-10-19 02:15:00+00:00,56.91,56.91
2025-10-19 02:30:00+00:00,48.66,48.66
2025-10-19 02:45:00+00:00,54.4,54.4
2025-10-19 03:00:00+00:00,61.49,61.49
2025-10-19 03:15:00+00:00,69.14,69.14
2025-10-19 03:30:00+00:00,42.95,42.95
2025-10-19 03:45:00+00:00,38.11,38.11
2025-10-19 04:00:00+00:00,40.45,40.45
2025-10-19 04:15:00+00:00,67.75,67.75
2025-10-19 04:30:00+00:00,55.53,55.53
2025-10-19 04:45:00+00:00,96.94,96.94
2025-10-19 05:00:00+00:00,66.52,66.52
2025-10-19 05:15:00+00:00,80.63,80.63
2025-10-19 05:30:00+00:00,102.28,102.28
2025-10-19 05:45:00+00:00,109.19,109.19
2025-10-19 06:00:00+00:00,9.19,9.19
2025-10-19 06:15:00+00:00,-9.41,-9.41
2025-10-19 06:30:00+00:00,77.56,77.56
2025-10-19 06:45:00+00:00,72.55,72.55
2025-10-19 07:00:00+00:00,86.63,86.63
2025-10-19 07:15:00+00:00,4.07,4.07
2025-10-19 07:30:00+00:00,-10.12,-10.12
2025-10-19 07:45:00+00:00,17.14,17.14
2025-10-19 08:00:00+00:00,75.33,75.33
2025-10-19 08:15:00+00:00,86.19,86.19
2025-10-19 08:30:00+00:00,86.9,86.9
2025-10-19 08:45:00+00:00,22.43,22.43
2025-10-19 09:00:00+00:00,14.16,14.16
2025-10-19 09:15:00+00:00,75.6,75.6
2025-10-19 09:30:00+00:00,-0.64,-0.64
2025-10-19 09:45:00+00:00,-5.85,-5.85
2025-10-19 10:00:00+00:00,-11.59,-11.59
2025-10-19 10:15:00+00:00,-16.71,-16.71
2025-10-19 10:30:00+00:00,-23.36,-23.36
2025-10-19 10:45:00+00:00,-32.81,-32.81
2025-10-19 11:00:00+00:00,-27.87,-27.87
2025-10-19 11:15:00+00:00,-33.33,-33.33
2025-10-19 11:30:00+00:00,-33.32,-33.32
2025-10-19 11:45:00+00:00,-24.64,-24.64
2025-10-19 12:00:00+00:00,-6.36,-6.36
2025-10-19 12:15:00+00:00,-19.18,-19.18
2025-10-19 12:30:00+00:00,6.53,6.53
2025-10-19 12:45:00+00:00,0.89,0.89
2025-10-19 13:00:00+00:00,12.66,12.66
2025-10-19 13:15:00+00:00,65.41,65.41
2025-10-19 13:30:00+00:00,107.37,107.37
2025-10-19 13:45:00+00:00,98.56,98.56
2025-10-19 14:00:00+00:00,-45.63,-45.63
2025-10-19 14:15:00+00:00,-52.34,-52.34
2025-10-19 14:30:00+00:00,101.39,101.39
2025-10-19 14:45:00+00:00,111.43,111.43
2025-10-19 15:00:00+00:00,118.74,118.74
2025-10-19 15:15:00+00:00,151.88,151.88
2025-10-19 15:30:00+00:00,13.04,13.04
2025-10-19 15:45:00+00:00,-12.02,-12.02
2025-10-19 16:00:00+00:00,-0.67,-0.67
2025-10-19 16:15:00+00:00,-0.37,-0.37
2025-10-19 16:30:00+00:00,96.19,96.19
2025-10-19 16:45:00+00:00,94.82,94.82
2025-10-19 17:00:00+00:00,114.36,114.36
2025-10-19 17:15:00+00:00,112.64,112.64
2025-10-19 17:30:00+00:00,36.39,36.39
2025-10-19 17:45:00+00:00,95.52,95.52
2025-10-19 18:00:00+00:00,109.82,109.82
2025-10-19 18:15:00+00:00,93.51,93.51
2025-10-19 18:30:00+00:00,115.33,115.33
2025-10-19 18:45:00+00:00,135.83,135.83
2025-10-19 19:00:00+00:00,125.43,125.43
2025-10-19 19:15:00+00:00,101.56,101.56
2025-10-19 19:30:00+00:00,109.43,109.43
2025-10-19 19:45:00+00:00,105.13,105.13
2025-10-19 20:00:00+00:00,25.43,25.43
2025-10-19 20:15:00+00:00,41.41,41.41
2025-10-19 20:30:00+00:00,71.29,71.29
2025-10-19 20:45:00+00:00,77.89,77.89
2025-10-19 21:00:00+00:00,78.65,78.65
2025-10-19 21:15:00+00:00,77.78,77.78
2025-10-19 21:30:00+00:00,79.59,79.59
2025-10-19 21:45:00+00:00,78.54,78.54
2025-10-19 22:00:00+00:00,148.38,148.38
2025-10-19 22:15:00+00:00,91.76,91.76
2025-10-19 22:30:00+00:00,117.36,117.36
2025-10-19 22:45:00+00:00,123.07,123.07
2025-10-19 23:00:00+00:00,21.93,21.93
2025-10-19 23:15:00+00:00,7.94,7.94
2025-10-19 23:30:00+00:00,-15.71,-15.71
2025-10-19 23:45:00+00:00,35.18,35.18
2025-10-20 00:00:00+00:00,149.23,149.23
2025-10-20 00:15:00+00:00,125.76,125.76
2025-10-20 00:30:00+00:00,123.37,123.37
2025-10-20 00:45:00+00:00,113.38,113.38
2025-10-20 01:00:00+00:00,63.42,63.42
2025-10-20 01:15:00+00:00,97.3,97.3
2025-10-20 01:30:00+00:00,105.79,105.79
2025-10-20 01:45:00+00:00,117.36,117.36
2025-10-20 02:00:00+00:00,105.64,105.64
2025-10-20 02:15:00+00:00,94.44,94.44
2025-10-20 02:30:00+00:00,84.63,84.63
2025-10-20 02:45:00+00:00,31.41,31.41
2025-10-20 03:00:00+00:00,22.18,22.18
2025-10-20 03:15:00+00:00,38.41,38.41
2025-10-20 03:30:00+00:00,-2.75,-2.75
2025-10-20 03:45:00+00:00,65.53,65.53
2025-10-20 04:00:00+00:00,18.2,18.2
2025-10-20 04:15:00+00:00,117.84,117.84
2025-10-20 04:30:00+00:00,127.76,127.76
2025-10-20 04:45:00+00:00,128.75,128.75
2025-10-20 05:00:00+00:00,122.2,122.2
2025-10-20 05:15:00+00:00,122.98,122.98
2025-10-20 05:30:00+00:00,152.41,152.41
2025-10-20 05:45:00+00:00,159.98,159.98
2025-10-20 06:00:00+00:00,206.39,206.39
2025-10-20 06:15:00+00:00,268.48,268.48
2025-10-20 06:30:00+00:00,263.94,263.94
2025-10-20 06:45:00+00:00,230.16,230.16
2025-10-20 07:00:00+00:00,187.33,187.33
2025-10-20 07:15:00+00:00,208.01,208.01
2025-10-20 07:30:00+00:00,282.69,282.69
2025-10-20 07:45:00+00:00,257.94,257.94
2025-10-20 08:00:00+00:00,251.02,251.02
2025-10-20 08:15:00+00:00,42.32,42.32
2025-10-20 08:30:00+00:00,40.09,40.09
2025-10-20 08:45:00+00:00,39.31,39.31
2025-10-20 09:00:00+00:00,152.2,152.2
2025-10-20 09:15:00+00:00,144.54,144.54
2025-10-20 09:30:00+00:00,152.46,152.46
2025-10-20 09:45:00+00:00,133.72,133.72
2025-10-20 10:00:00+00:00,63.1,63.1
2025-10-20 10:15:00+00:00,115.42,115.42
2025-10-20 10:30:00+00:00,89.68,89.68
2025-10-20 10:45:00+00:00,56.74,56.74
2025-10-20 11:00:00+00:00,52.63,52.63
2025-10-20 11:15:00+00:00,109.34,109.34
2025-10-20 11:30:00+00:00,52.43,52.43
2025-10-20 11:45:00+00:00,-1.56,-1.56
2025-10-20 12:00:00+00:00,10.09,10.09
2025-10-20 12:15:00+00:00,24.44,24.44
2025-10-20 12:30:00+00:00,119.06,119.06
2025-10-20 12:45:00+00:00,120.47,120.47
2025-10-20 13:00:00+00:00,82.52,82.52
2025-10-20 13:15:00+00:00,122.17,122.17
2025-10-20 13:30:00+00:00,89.37,89.37
2025-10-20 13:45:00+00:00,130.2,130.2
2025-10-20 14:00:00+00:00,137.44,137.44
2025-10-20 14:15:00+00:00,118.17,118.17
2025-10-20 14:30:00+00:00,57.39,57.39
2025-10-20 14:45:00+00:00,76.72,76.72
2025-10-20 15:00:00+00:00,62.03,62.03
2025-10-20 15:15:00+00:00,78.88,78.88
2025-10-20 15:30:00+00:00,77.86,77.86
2025-10-20 15:45:00+00:00,72.58,72.58
2025-10-20 16:00:00+00:00,120.47,120.47
2025-10-20 16:15:00+00:00,139.59,139.59
2025-10-20 16:30:00+00:00,140.16,140.16
2025-10-20 16:45:00+00:00,127.21,127.21
2025-10-20 17:00:00+00:00,144.56,144.56
2025-10-20 17:15:00+00:00,150.25,150.25
2025-10-20 17:30:00+00:00,142.09,142.09
2025-10-20 17:45:00+00:00,119.86,119.86
2025-10-20 18:00:00+00:00,143.28,143.28
2025-10-20 18:15:00+00:00,120.24,120.24
2025-10-20 18:30:00+00:00,127.66,127.66
2025-10-20 18:45:00+00:00,121.1,121.1
2025-10-20 19:00:00+00:00,149.04,149.04
2025-10-20 19:15:00+00:00,160.01,160.01
2025-10-20 19:30:00+00:00,1.48,1.48
2025-10-20 19:45:00+00:00,-4.41,-4.41
2025-10-20 20:00:00+00:00,135.1,135.1
2025-10-20 20:15:00+00:00,86.2,86.2
2025-10-20 20:30:00+00:00,68.66,68.66
2025-10-20 20:45:00+00:00,102.58,102.58
2025-10-20 21:00:00+00:00,124.72,124.72
2025-10-20 21:15:00+00:00,164.66,164.66
2025-10-20 21:30:00+00:00,158.2,158.2
2025-10-20 21:45:00+00:00,115.59,115.59
2025-10-20 22:00:00+00:00,115.53,115.53
2025-10-20 22:15:00+00:00,105.95,105.95
2025-10-20 22:30:00+00:00,130.1,130.1
2025-10-20 22:45:00+00:00,95.05,95.05
2025-10-20 23:00:00+00:00,41.0,41.0
2025-10-20 23:15:00+00:00,71.11,71.11
2025-10-20 23:30:00+00:00,70.57,70.57
2025-10-20 23:45:00+00:00,44.27,44.27
2025-10-21 00:00:00+00:00,-7.36,-7.36
2025-10-21 00:15:00+00:00,65.1,65.1
2025-10-21 00:30:00+00:00,64.52,64.52
2025-10-21 00:45:00+00:00,70.13,70.13
2025-10-21 01:00:00+00:00,67.74,67.74
2025-10-21 01:15:00+00:00,80.46,80.46
2025-10-21 01:30:00+00:00,79.6,79.6
2025-10-21 01:45:00+00:00,68.54,68.54
2025-10-21 02:00:00+00:00,64.92,64.92
2025-10-21 02:15:00+00:00,75.39,75.39
2025-10-21 02:30:00+00:00,65.46,65.46
2025-10-21 02:45:00+00:00,61.37,61.37
2025-10-21 03:00:00+00:00,18.55,18.55
2025-10-21 03:15:00+00:00,27.67,27.67
2025-10-21 03:30:00+00:00,-23.33,-23.33
2025-10-21 03:45:00+00:00,37.42,37.42
2025-10-21 04:00:00+00:00,193.32,193.32
2025-10-21 04:15:00+00:00,49.28,49.28
2025-10-21 04:30:00+00:00,67.18,67.18
2025-10-21 04:45:00+00:00,51.29,51.29
2025-10-21 05:00:00+00:00,-81.03,-81.03
2025-10-21 05:15:00+00:00,116.13,116.13
2025-10-21 05:30:00+00:00,154.92,154.92
2025-10-21 05:45:00+00:00,134.37,134.37
2025-10-21 06:00:00+00:00,22.71,22.71
2025-10-21 06:15:00+00:00,105.82,105.82
2025-10-21 06:30:00+00:00,98.41,98.41
2025-10-21 06:45:00+00:00,109.12,109.12
2025-10-21 07:00:00+00:00,114.38,114.38
2025-10-21 07:15:00+00:00,-47.27,-47.27
2025-10-21 07:30:00+00:00,-34.13,-34.13
2025-10-21 07:45:00+00:00,0.22,0.22
2025-10-21 08:00:00+00:00,60.09,60.09
2025-10-21 08:15:00+00:00,95.76,95.76
2025-10-21 08:30:00+00:00,85.72,85.72
2025-10-21 08:45:00+00:00,93.96,93.96
2025-10-21 09:00:00+00:00,147.89,147.89
2025-10-21 09:15:00+00:00,127.17,127.17
2025-10-21 09:30:00+00:00,122.98,122.98
2025-10-21 09:45:00+00:00,112.44,112.44
2025-10-21 10:00:00+00:00,100.27,100.27
2025-10-21 10:15:00+00:00,80.89,80.89
2025-10-21 10:30:00+00:00,83.35,83.35
2025-10-21 10:45:00+00:00,144.59,144.59
2025-10-21 11:00:00+00:00,-1.3,-1.3
2025-10-21 11:15:00+00:00,-19.71,-19.71
2025-10-21 11:30:00+00:00,25.06,25.06
2025-10-21 11:45:00+00:00,19.76,19.76
2025-10-21 12:00:00+00:00,31.16,31.16
2025-10-21 12:15:00+00:00,8.96,8.96
2025-10-21 12:30:00+00:00,3.44,3.44
2025-10-21 12:45:00+00:00,-38.65,-38.65
2025-10-21 13:00:00+00:00,-29.3,-29.3
2025-10-21 13:15:00+00:00,-81.75,-81.75
2025-10-21 13:30:00+00:00,-19.79,-19.79
2025-10-21 13:45:00+00:00,-119.94,-119.94
2025-10-21 14:00:00+00:00,53.92,53.92
2025-10-21 14:15:00+00:00,18.32,18.32
2025-10-21 14:30:00+00:00,-8.9,-8.9
2025-10-21 14:45:00+00:00,13.24,13.24
2025-10-21 15:00:00+00:00,129.14,129.14
2025-10-21 15:15:00+00:00,158.3,158.3
2025-10-21 15:30:00+00:00,158.56,158.56
2025-10-21 15:45:00+00:00,186.7,186.7
2025-10-21 16:00:00+00:00,133.82,133.82
2025-10-21 16:15:00+00:00,155.81,155.81
2025-10-21 16:30:00+00:00,166.4,166.4
2025-10-21 16:45:00+00:00,173.14,173.14
2025-10-21 17:00:00+00:00,168.18,168.18
2025-10-21 17:15:00+00:00,98.91,98.91
2025-10-21 17:30:00+00:00,85.54,85.54
2025-10-21 17:45:00+00:00,84.75,84.75
2025-10-21 18:00:00+00:00,160.99,160.99
2025-10-21 18:15:00+00:00,146.78,146.78
2025-10-21 18:30:00+00:00,160.09,160.09
2025-10-21 18:45:00+00:00,137.03,137.03
2025-10-21 19:00:00+00:00,152.21,152.21
2025-10-21 19:15:00+00:00,183.94,183.94
2025-10-21 19:30:00+00:00,126.09,126.09
2025-10-21 19:45:00+00:00,112.92,112.92
2025-10-21 20:00:00+00:00,138.66,138.66
2025-10-21 20:15:00+00:00,140.84,140.84
2025-10-21 20:30:00+00:00,122.56,122.56
2025-10-21 20:45:00+00:00,130.39,130.39
2025-10-21 21:00:00+00:00,130.13,130.13
2025-10-21 21:15:00+00:00,172.26,172.26
2025-10-21 21:30:00+00:00,90.74,90.74
2025-10-21 21:45:00+00:00,79.86,79.86
2025-10-21 22:00:00+00:00,140.93,140.93
2025-10-21 22:15:00+00:00,129.57,129.57
2025-10-21 22:30:00+00:00,112.95,112.95
2025-10-21 22:45:00+00:00,102.85,102.85
2025-10-21 23:00:00+00:00,108.82,108.82
2025-10-21 23:15:00+00:00,97.3,97.3
2025-10-21 23:30:00+00:00,98.23,98.23
2025-10-21 23:45:00+00:00,111.61,111.61
2025-10-22 00:00:00+00:00,106.72,106.72
2025-10-22 00:15:00+00:00,110.12,110.12
2025-10-22 00:30:00+00:00,130.58,130.58
2025-10-22 00:45:00+00:00,110.1,110.1
2025-10-22 01:00:00+00:00,105.15,105.15
2025-10-22 01:15:00+00:00,111.64,111.64
2025-10-22 01:30:00+00:00,108.33,108.33
2025-10-22 01:45:00+00:00,113.41,113.41
